n,actual_n,k,seed,num_edges,algorithm,time,success,timed_out,modularity,optimal,error,graph_type,xi,timestamp
40,40,2,3,70,bnb_c_pruned,0.006464719772338867,True,False,0.436326530612245,True,,abcd,0.1,2026-02-07T11:45:56.835711
40,40,2,3,70,pyomo_cplex,0.15616512298583984,True,False,0.43632653061224463,True,,abcd,0.1,2026-02-07T11:45:57.465640
40,40,2,3,70,bnb_py,0.09944915771484375,True,False,0.4363265306122449,True,,abcd,0.1,2026-02-07T11:45:58.030854
40,40,2,3,70,leiden_c_x100,0.006365060806274414,True,False,0.42765306122449,False,,abcd,0.1,2026-02-07T11:45:58.501408
40,40,2,4,66,gurobi,0.2892138957977295,True,False,0.39761248852157893,True,,abcd,0.1,2026-02-07T11:45:59.253013
40,40,2,4,66,bnb_c_seq,0.006781101226806641,True,False,0.397612488521579,True,,abcd,0.1,2026-02-07T11:45:59.735111
40,40,2,4,66,bnb_c,0.007239818572998047,True,False,0.397612488521579,True,,abcd,0.1,2026-02-07T11:46:00.203009
40,40,2,4,66,bnb_c_pruned,0.007857322692871094,True,False,0.397612488521579,True,,abcd,0.1,2026-02-07T11:46:00.671945
40,40,2,4,66,pyomo_cplex,0.23958802223205566,True,False,0.3976124885215778,True,,abcd,0.1,2026-02-07T11:46:01.378466
40,40,2,4,66,bnb_py,0.1147470474243164,True,False,0.3976124885215794,True,,abcd,0.1,2026-02-07T11:46:01.958876
40,40,2,4,66,leiden_c_x100,0.0054738521575927734,True,False,0.280532598714417,False,,abcd,0.1,2026-02-07T11:46:02.439053
40,40,2,5,57,gurobi,0.3196101188659668,True,False,0.4647583871960627,True,,abcd,0.1,2026-02-07T11:46:03.225994
40,40,2,5,57,bnb_c_seq,0.005828142166137695,True,False,0.46475838719606,True,,abcd,0.1,2026-02-07T11:46:03.707103
40,40,2,5,57,bnb_c,0.0065441131591796875,True,False,0.46475838719606,True,,abcd,0.1,2026-02-07T11:46:04.175627
40,40,2,5,57,bnb_c_pruned,0.0072879791259765625,True,False,0.46475838719606,True,,abcd,0.1,2026-02-07T11:46:04.645466
40,40,2,5,57,pyomo_cplex,0.2189781665802002,True,False,0.46475838719605905,True,,abcd,0.1,2026-02-07T11:46:05.328272
40,40,2,5,57,bnb_py,0.10705828666687012,True,False,0.4647583871960603,True,,abcd,0.1,2026-02-07T11:46:05.900540
40,40,2,5,57,leiden_c_x100,0.005089998245239258,True,False,0.3601108033241,False,,abcd,0.1,2026-02-07T11:46:06.374715
